City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,mareeba,-17.0,145.4333,88.48,76,92,4.38,AU,1675824617
279,ures,29.4333,-110.4,57.58,17,0,6.49,MX,1675824769
280,kapuskasing,49.4169,-82.4331,17.69,73,100,17.27,CA,1675824769
281,hoquiam,46.9809,-123.8893,48.0,83,40,17.27,US,1675824578
282,leua,48.2156,18.6071,22.86,78,9,4.41,SK,1675824769
283,gizo,-8.103,156.8419,84.56,73,100,12.48,SB,1675824770
284,chitral,35.8462,71.7858,26.64,50,13,8.05,PK,1675824770
285,pangnirtung,66.1451,-65.7125,-29.18,84,5,5.23,CA,1675824770
286,ivanava,52.1451,25.5365,21.58,96,13,4.97,BY,1675824771
287,cherskiy,68.75,161.3,-27.76,95,100,5.64,RU,1675824771
288,salalah,17.0151,54.0924,68.09,52,0,6.91,OM,1675824772
289,yuancheng,36.652,107.7896,37.42,42,100,12.77,CN,1675824772
290,tazovskiy,67.4667,78.7,-10.05,100,100,8.55,RU,1675824772
291,agadez,19.75,10.25,63.72,21,100,3.13,NE,1675824773
292,saldanha,-33.0117,17.9442,62.65,89,0,11.79,ZA,1675824773
293,bardiyah,31.7561,25.0865,51.89,75,53,13.24,LY,1675824773
294,bonthe,7.5264,-12.505,75.45,80,31,4.59,SL,1675824774
295,boddam,57.4667,-1.7833,38.43,81,91,26.49,GB,1675824774
296,coihaique,-45.5752,-72.0662,62.55,67,75,2.3,CL,1675824494
297,fershampenuaz,53.5202,59.8117,-8.68,100,100,3.58,RU,1675824775
298,alofi,-19.0595,-169.9187,82.29,78,75,10.36,NU,1675824758
299,troitskoye,52.9821,84.6757,10.58,96,100,4.76,RU,1675824775
300,richards bay,-28.783,32.0377,72.27,96,11,7.78,ZA,1675824776
301,tolaga bay,-38.3667,178.3,69.89,66,100,8.66,NZ,1675824776
302,nome,64.5011,-165.4064,-7.53,77,0,0.0,US,1675824776
303,acari,-15.4311,-74.6158,76.86,79,65,3.94,PE,1675824777
304,acapulco,16.8634,-99.8901,76.15,76,2,5.21,MX,1675824620
305,gandajika,-6.75,23.95,64.2,93,100,2.51,CD,1675824777
306,upernavik,72.7868,-56.1549,-22.7,95,47,4.05,GL,1675824591
307,ribeira grande,38.5167,-28.7,55.78,65,27,4.0,PT,1675824778
308,dobsina,48.8207,20.3699,23.95,92,68,5.64,SK,1675824778
309,la libertad,-2.2333,-80.9,78.91,77,14,7.25,EC,1675824566
310,east hemet,33.74,-116.9389,60.58,41,0,1.01,US,1675824779
311,chokurdakh,70.6333,147.9167,-35.82,99,100,3.44,RU,1675824710
312,narsaq,60.9167,-46.05,-3.78,65,3,8.81,GL,1675824779
313,puerto escondido,15.85,-97.0667,77.04,73,2,6.58,MX,1675824779
314,matara,5.9485,80.5353,76.69,87,91,6.89,LK,1675824780
315,kapoeta,4.7717,33.5903,79.52,31,22,3.98,SS,1675824780
316,westport,41.1415,-73.3579,42.78,84,100,3.44,US,1675824660
317,bac lieu,9.285,105.7244,82.83,68,23,15.21,VN,1675824781
318,kimbe,-5.5502,150.1429,78.17,94,100,5.1,PG,1675824781
319,buchanan,5.8808,-10.0467,77.38,91,100,4.72,LR,1675824784
320,sunrise,26.1577,-80.2861,75.0,67,40,10.36,US,1675824784
321,katsuura,35.1333,140.3,51.82,69,99,18.63,JP,1675824785
322,esqueda,30.7167,-109.5833,43.92,29,0,6.17,MX,1675824761
323,baglan,36.1307,68.7083,47.68,33,68,1.43,AF,1675824786
324,olafsvik,64.8945,-23.7142,27.77,56,100,29.28,IS,1675824786
325,brownsville,25.9018,-97.4975,73.4,95,75,10.36,US,1675824626
326,vestmannaeyjar,63.4427,-20.2734,32.99,53,100,38.32,IS,1675824787
327,karratha,-20.7377,116.8463,95.13,37,42,10.09,AU,1675824788
328,luis correia,-2.8792,-41.6669,76.35,88,100,6.46,BR,1675824789
329,leh,34.1667,77.5833,-0.51,65,10,2.39,IN,1675824789
330,novikovo,51.1537,37.8879,10.94,93,6,9.13,RU,1675824790
331,ulladulla,-35.35,150.4667,68.11,81,100,3.0,AU,1675824791
332,baymak,52.5933,58.3225,-3.68,99,85,5.1,RU,1675824793
333,kjollefjord,70.9457,27.3465,35.65,69,46,23.02,NO,1675824794
334,sao lourenco do sul,-31.3653,-51.9783,71.19,77,0,9.8,BR,1675824795
335,praia da vitoria,38.7333,-27.0667,55.65,71,75,11.14,PT,1675824796
336,mount gambier,-37.8333,140.7667,73.53,44,14,11.39,AU,1675824796
337,wajid,3.8093,43.2471,71.92,67,0,14.67,SO,1675824797
338,miri,4.4148,114.0089,84.34,74,20,4.61,MY,1675824798
339,zlobin,45.2924,14.6541,25.9,52,0,10.36,HR,1675824798
340,george,-33.963,22.4617,63.95,94,100,11.5,ZA,1675824799
341,goderich,43.7501,-81.7165,35.92,87,100,11.5,CA,1675824799
342,san cristobal,7.7669,-72.225,69.98,78,12,1.74,VE,1675824800
343,la ronge,55.1001,-105.2842,30.45,47,0,10.36,CA,1675824801
344,bella vista,36.4295,-94.2316,44.47,94,100,9.22,US,1675824801
345,batemans bay,-35.7167,150.1833,69.1,84,100,2.1,AU,1675824802
346,mirabad,30.4362,61.8383,55.85,36,75,3.04,AF,1675824809
347,mandalgovi,45.7625,106.2708,13.75,77,96,6.93,MN,1675824811
348,thompson,55.7435,-97.8558,3.36,85,100,4.61,CA,1675824748
349,biggar,55.6167,-3.5167,45.55,93,89,11.68,GB,1675824812
350,ghanzi,-21.5667,21.7833,65.05,91,100,11.45,BW,1675824813
351,stornoway,58.2093,-6.3865,46.36,79,100,39.12,GB,1675824814
352,le port,-20.9373,55.2919,78.8,74,69,7.83,RE,1675824814
353,gandiaye,14.2333,-16.2667,71.73,20,100,11.59,SN,1675824815
354,yar-sale,66.8333,70.8333,6.31,83,100,21.79,RU,1675824815
355,almansa,38.8692,-1.0971,39.81,88,100,7.2,ES,1675824815
356,half moon bay,37.4636,-122.4286,56.01,74,0,13.8,US,1675824816
357,musoma,-1.5,33.8,68.14,75,100,3.53,TZ,1675824816
358,chengde,40.9725,117.9361,29.93,32,7,4.52,CN,1675824742
359,jiangkou,25.4872,119.1986,59.5,76,81,13.27,CN,1675824817
360,kidal,18.4411,1.4078,73.96,15,83,7.14,ML,1675824817
361,samana,19.2056,-69.3369,72.77,87,17,10.31,DO,1675824817
362,shieli,44.1667,66.75,32.74,76,100,7.2,KZ,1675824818
363,palmer,42.1584,-72.3287,33.85,80,100,6.91,US,1675824818
364,piacabucu,-10.4056,-36.4344,77.05,77,100,8.39,BR,1675824810
365,progreso,21.2833,-89.6667,76.1,67,4,14.74,MX,1675824819
366,raudeberg,61.9875,5.1352,43.95,73,90,35.79,NO,1675824819
367,mayor pablo lagerenza,-19.9309,-60.7718,73.98,89,100,4.16,PY,1675824819
368,vilhena,-12.7406,-60.1458,68.07,97,48,2.19,BR,1675824820
369,kenai,60.5544,-151.2583,29.14,93,100,20.71,US,1675824623
370,oksfjord,70.2396,22.3479,39.38,71,33,14.85,NO,1675824820
371,neiafu,-18.65,-173.9833,83.08,83,75,9.22,TO,1675824821
372,pokhara,28.2333,83.9833,61.61,44,48,1.57,NP,1675824797
373,wadena,46.4425,-95.1361,29.95,80,0,5.75,US,1675824821
374,horki,54.2861,30.9842,3.85,99,70,4.36,BY,1675824821
375,kimry,56.8667,37.35,13.08,94,80,7.36,RU,1675824822
376,kautokeino,69.0125,23.0412,24.75,81,54,21.14,NO,1675824822
377,svetlogorsk,52.6333,29.7333,9.95,97,61,2.3,BY,1675824823
378,zhanaozen,43.3,52.8,35.49,78,96,14.16,KZ,1675824823
379,kahului,20.8947,-156.47,78.82,75,40,23.02,US,1675824823
380,codrington,-38.2667,141.9667,66.56,58,80,15.08,AU,1675824824
381,port blair,11.6667,92.75,82.44,69,40,11.5,IN,1675824824
382,krasnoselkup,65.7,82.4667,-24.72,100,100,4.74,RU,1675824824
383,saint-georges,12.0564,-61.7485,76.35,82,92,13.76,GD,1675824825
384,rawson,-43.3002,-65.1023,65.21,60,2,4.79,AR,1675824709
385,port-gentil,-0.7193,8.7815,80.62,80,92,8.75,GA,1675824825
386,mehamn,71.0357,27.8492,35.55,69,35,23.02,NO,1675824826
387,chifeng,42.2683,118.9636,26.64,21,5,8.9,CN,1675824826
388,leningradskiy,69.3833,178.4167,-24.48,95,100,4.88,RU,1675824827
389,timmins,48.4669,-81.3331,24.62,80,100,12.66,CA,1675824827
390,storforshei,66.4043,14.5233,40.78,60,100,2.3,NO,1675824827
391,isetskoye,56.4858,65.3226,-15.25,100,100,3.69,RU,1675824828
392,porto novo,6.4965,2.6036,80.42,86,96,4.45,BJ,1675824828
393,banes,20.9625,-75.7186,74.59,80,7,15.32,CU,1675824828
394,georgiyevka,43.0369,74.7114,19.44,93,100,2.24,KZ,1675824829
395,los llanos de aridane,28.6585,-17.9182,53.35,62,0,5.75,ES,1675824829
396,bambous virieux,-20.3428,57.7575,79.21,83,40,11.5,MU,1675824827
397,waingapu,-9.6567,120.2641,83.73,75,61,12.35,ID,1675824830
398,mopipi,-21.1833,24.8833,72.99,68,88,9.17,BW,1675824830
399,liwale,-9.7667,37.9333,69.78,98,100,6.13,TZ,1675824830
400,pacific grove,36.6177,-121.9166,53.55,86,0,1.99,US,1675824831
401,sume,-7.6717,-36.88,69.42,78,98,8.97,BR,1675824831
402,concarneau,47.875,-3.9225,34.09,78,29,7.72,FR,1675824832
403,buala,-8.145,159.5921,81.52,85,90,7.7,SB,1675824832
404,manga,11.6636,-1.0731,79.81,17,64,10.13,BF,1675824832
405,saint-denis,48.9167,2.3333,32.11,88,0,8.05,FR,1675824833
406,taiyuan,37.8694,112.5603,35.46,38,100,17.9,CN,1675824833
407,bay roberts,47.5999,-53.2648,27.34,83,100,17.0,CA,1675824833
408,burriana,39.889,-0.085,50.13,86,83,8.55,ES,1675824834
409,loikaw,19.6742,97.2094,73.56,19,1,0.89,MM,1675824834
410,axim,4.8699,-2.2405,77.27,87,100,2.33,GH,1675824835
411,beringovskiy,63.05,179.3167,-18.44,94,71,7.78,RU,1675824835
412,kachug,53.9606,105.8817,2.98,95,100,2.28,RU,1675824835
413,miami,25.7743,-80.1937,75.0,70,40,9.22,US,1675824805
414,palu,-0.8917,119.8707,76.87,93,100,0.96,ID,1675824836
415,maniitsoq,65.4167,-52.9,0.9,91,100,10.13,GL,1675824836
416,kuvshinovo,57.0295,34.1725,19.45,94,100,7.81,RU,1675824837
417,atar,20.5169,-13.0499,58.57,29,9,11.12,MR,1675824837
418,chicama,-7.8447,-79.1469,72.14,75,53,4.7,PE,1675824837
419,san ramon,37.7799,-121.978,54.37,72,0,8.05,US,1675824798
420,auki,-8.7676,160.7034,84.81,71,98,6.55,SB,1675824838
421,alta floresta,-9.8756,-56.0861,71.02,97,100,1.32,BR,1675824838
422,pandamatenga,-18.5278,25.627,64.8,86,79,3.06,BW,1675824839
423,baykit,61.67,96.37,5.07,97,100,1.95,RU,1675824839
424,grants,35.1473,-107.8514,26.83,86,0,0.0,US,1675824839
425,kiunga,-6.1219,141.2906,85.71,67,85,6.73,PG,1675824840
426,lorengau,-2.0226,147.2712,78.28,92,100,19.26,PG,1675824840
427,marawi,7.9986,124.2928,78.39,56,72,5.06,PH,1675824840
428,katastarion,37.8333,20.7667,26.49,60,99,12.24,GR,1675824841
429,lompoc,34.6391,-120.4579,53.74,84,0,11.01,US,1675824841
430,te anau,-45.4167,167.7167,57.13,47,46,12.64,NZ,1675824612
431,ladario,-19.0047,-57.6017,73.8,96,100,2.86,BR,1675824842
432,aswan,24.0934,32.907,51.1,50,0,5.75,EG,1675824844
433,manokwari,-0.8667,134.0833,79.84,82,100,1.03,ID,1675824846
434,kulhudhuffushi,6.6221,73.07,80.17,71,70,8.77,MV,1675824847
435,focuri,47.35,27.2167,25.02,94,14,7.11,RO,1675824849
436,egvekinot,66.3167,-179.1667,-22.11,87,87,9.13,RU,1675824849
437,aykhal,66.0,111.5,-34.19,100,68,2.55,RU,1675824850
438,troitsko-pechorsk,62.7084,56.1964,13.64,94,100,9.75,RU,1675824852
439,portland,45.5234,-122.6762,46.98,87,0,5.01,US,1675824815
440,jalingo,8.8833,11.3667,73.29,20,80,4.54,NG,1675824805
441,mariental,-24.6333,17.9667,71.11,71,67,0.67,NA,1675824853
442,mwinilunga,-11.7358,24.4293,60.24,98,100,4.05,ZM,1675824855
443,tres arroyos,-38.3739,-60.2798,72.01,58,0,4.5,AR,1675824855
444,bayir,37.2687,28.2167,32.52,73,8,10.8,TR,1675824857
445,el vigia,8.6219,-71.6506,75.52,83,18,3.02,VE,1675824857
446,prague,50.088,14.4208,25.88,86,3,3.44,CZ,1675824858
447,lodja,-3.4833,23.4333,70.93,86,100,2.8,CD,1675824859
448,xining,36.6167,101.7667,29.32,76,100,2.28,CN,1675824860
449,khani,41.9563,42.9566,27.97,97,100,2.35,GE,1675824860
450,oga,46.4631,10.347,19.69,97,38,2.51,IT,1675824860
451,sambava,-14.2667,50.1667,74.52,88,88,7.43,MG,1675824861
452,port hedland,-20.3167,118.5667,93.25,52,14,8.05,AU,1675824862
453,asau,46.4333,26.4,22.12,96,98,4.83,RO,1675824862
454,boyolangu,-8.1181,111.8935,77.29,85,100,6.02,ID,1675824863
455,sabang,5.8933,95.3214,81.7,74,100,16.04,ID,1675824864
456,artyom,40.4723,50.333,37.54,72,100,32.97,AZ,1675824865
457,ugoofaaru,5.6667,73.0,80.55,67,15,6.26,MV,1675824866
458,kutum,14.2,24.6667,52.14,35,20,9.51,SD,1675824868
459,usinsk,65.9939,57.5281,16.57,94,100,24.25,RU,1675824869
460,leshukonskoye,64.8989,45.7622,33.39,99,100,9.08,RU,1675824872
461,hanyang,32.1371,105.5126,45.05,88,100,3.44,CN,1675824872
462,ponta do sol,32.6667,-17.1,60.01,62,37,8.32,PT,1675824873
463,san vicente,-26.6167,-54.1333,67.71,51,3,2.28,AR,1675824873
464,les ponts-de-ce,47.4231,-0.5248,33.04,84,94,6.6,FR,1675824874
465,talcahuano,-36.7167,-73.1167,64.08,68,0,12.66,CL,1675824874
466,nago,26.5881,127.9761,72.03,73,46,11.56,JP,1675824874
467,broome,42.2506,-75.833,39.67,77,75,10.36,US,1675824875
468,maldonado,-34.6667,-54.9167,72.79,69,44,9.71,UY,1675824875
469,constitucion,-35.3333,-72.4167,59.92,69,0,9.71,CL,1675824875
470,ondjiva,-17.0667,15.7333,69.87,37,100,7.81,AO,1675824876
471,omsukchan,62.5333,155.8,-27.99,94,93,4.74,RU,1675824876
472,samfya,-11.3649,29.5565,63.3,96,100,5.21,ZM,1675824877
473,kapit,2.0167,112.9333,88.38,58,86,1.14,MY,1675824877
474,bogo,11.0517,124.0055,82.06,68,98,11.36,PH,1675824877
475,verkhnevilyuysk,63.4453,120.3167,-31.49,96,100,0.54,RU,1675824878
476,latung,5.5,120.8833,79.68,77,100,6.69,PH,1675824878
477,ejura,7.3856,-1.3562,76.96,76,78,5.61,GH,1675824878
478,makokou,0.5738,12.8642,70.34,94,83,3.33,GA,1675824879
479,vostok,46.4856,135.8833,4.28,75,61,12.28,RU,1675824711
480,kholm,59.2667,32.85,24.15,91,100,10.65,RU,1675824879
481,meulaboh,4.1363,96.1285,81.81,69,84,0.92,ID,1675824880
482,zwedru,6.0667,-8.1281,71.92,99,87,2.44,LR,1675824880
483,henties bay,-22.116,14.2845,64.33,90,43,5.5,NA,1675824880
484,puerto colombia,10.9878,-74.9547,78.89,79,2,33.96,CO,1675824881
485,poya,-21.35,165.15,82.65,77,100,1.19,NC,1675824881
486,begamganj,23.6,78.3333,62.49,33,0,4.34,IN,1675824882
487,eureka,40.8021,-124.1637,52.66,85,99,1.99,US,1675824863
488,rolla,37.9514,-91.7713,45.21,74,0,5.75,US,1675824882
489,bloomington,44.8408,-93.2983,29.43,83,0,1.99,US,1675824794
490,chuy,-33.6971,-53.4616,69.46,82,18,6.76,UY,1675824675
491,port keats,-14.25,129.55,89.58,59,31,8.86,AU,1675824883
492,san pedro de macoris,18.4616,-69.2972,75.33,89,0,9.44,DO,1675824835
493,laguna,38.421,-121.4238,53.69,74,79,2.24,US,1675824883
494,edwardsville,38.8114,-89.9532,47.75,78,0,5.75,US,1675824883
495,oksovskiy,62.6062,39.8984,28.33,91,100,9.01,RU,1675824884
496,shimoda,34.6667,138.95,52.16,76,60,8.1,JP,1675824884
497,nykoping,58.753,17.0079,39.06,87,100,10.36,SE,1675824885
498,angoche,-16.2325,39.9086,75.87,89,100,7.94,MZ,1675824885
499,ramganj mandi,24.65,75.9333,62.08,35,0,2.66,IN,1675824885
500,arvika,59.6553,12.5852,38.01,93,96,3.98,SE,1675824886
501,rosarno,38.4841,15.979,44.17,63,10,6.87,IT,1675824886
502,biak,-0.9131,122.8766,78.03,80,100,6.8,ID,1675824886
503,aberdeen,57.1437,-2.0981,41.2,85,38,9.22,GB,1675824887
504,kemijarvi,66.7131,27.4306,18.0,95,10,5.35,FI,1675824887
505,kawalu,-7.3817,108.2082,81.48,73,100,1.88,ID,1675824888
506,varzea da palma,-17.5981,-44.7308,71.78,80,99,1.45,BR,1675824888
507,dezhou,37.4486,116.2925,41.38,31,100,10.27,CN,1675824888
508,elk city,35.412,-99.4043,41.22,75,100,5.44,US,1675824813
509,mahibadhoo,3.7833,72.9667,80.58,66,50,5.44,MV,1675824889
510,nampula,-15.1165,39.2666,71.55,94,75,8.05,MZ,1675824889
511,kavaratti,10.5669,72.642,79.88,71,93,12.26,IN,1675824889
512,skelleftea,64.7507,20.9528,28.76,93,86,6.91,SE,1675824890
513,laurinburg,34.7741,-79.4628,54.05,74,0,0.0,US,1675824890
514,college,64.8569,-147.8028,5.58,78,75,0.0,US,1675824891
515,honghu,29.8206,113.4621,50.56,91,100,8.34,CN,1675824891
516,raton,36.9034,-104.4391,27.21,59,40,9.22,US,1675824891
517,cap malheureux,-19.9842,57.6142,79.47,79,32,7.0,MU,1675824892
518,severomorsk,69.0689,33.4162,30.6,80,40,19.15,RU,1675824892
519,melfi,40.9965,15.6514,27.73,78,91,1.03,IT,1675824892
520,oktyabrskiy,54.4815,53.471,-8.77,100,90,1.25,RU,1675824893
521,hamilton,39.1834,-84.5333,52.43,91,100,5.75,US,1675824671
522,mirzapur,25.15,82.5833,60.76,59,0,8.34,IN,1675824893
523,bam,29.106,58.357,58.8,51,41,7.31,IR,1675824894
524,lata,40.1629,-8.3327,48.07,82,31,5.46,PT,1675824894
525,noumea,-22.2763,166.4572,89.58,99,98,10.31,NC,1675824894
526,nicoya,10.1483,-85.452,75.99,73,66,11.48,CR,1675824895
527,moranbah,-22.0016,148.0466,84.49,58,59,18.23,AU,1675824895
528,nueva gerona,21.8833,-82.8,78.24,70,0,12.84,CU,1675824689
529,adrar,20.5022,-10.0711,58.24,24,100,11.27,MR,1675824781
530,tiznit,29.5833,-9.5,44.55,90,0,2.01,MA,1675824858
531,pendleton,45.6721,-118.7886,49.6,77,100,18.99,US,1675824815
532,kitimat,54.0524,-128.6534,34.18,31,96,4.25,CA,1675824896
533,tobane,-21.95,27.9,69.24,63,27,4.29,BW,1675824896
534,wharton,29.3116,-96.1027,68.99,99,75,8.05,US,1675824847
535,san pedro,14.35,121.0167,87.03,67,75,5.75,PH,1675824897
536,puerto del rosario,28.5004,-13.8627,55.15,76,0,8.05,ES,1675824726
537,chumikan,54.7183,135.315,-14.39,74,57,13.51,RU,1675824897
538,bucksport,44.5737,-68.7956,32.76,83,100,4.9,US,1675824897
539,port augusta,-32.5,137.7667,95.92,13,0,8.79,AU,1675824898
540,novyy urengoy,66.0833,76.6333,-9.22,97,84,9.04,RU,1675824898
541,uruzgan,32.8333,66.0,36.5,83,97,5.84,AF,1675824899
542,maceio,-9.6658,-35.7353,72.84,94,20,3.44,BR,1675824876
543,mokhotlong,-29.2894,29.0675,54.03,84,100,4.41,LS,1675824899
544,marsh harbour,26.5412,-77.0636,71.37,62,0,18.5,BS,1675824776
545,high wycombe,51.6291,-0.7493,32.97,92,6,3.0,GB,1675824900
546,carbondale,37.7273,-89.2168,46.06,97,75,3.44,US,1675824716
547,mollendo,-17.0231,-72.0147,74.1,83,63,5.21,PE,1675824900
548,floro,61.5996,5.0328,44.96,76,93,26.46,NO,1675824900
549,byron bay,-28.65,153.6167,81.72,59,90,9.75,AU,1675824800
550,kirkwall,58.9848,-2.9587,43.97,75,100,23.02,GB,1675824901
551,el alto,-4.2714,-81.2147,74.86,78,84,10.22,PE,1675824902
552,muros,42.7762,-9.0603,43.09,80,36,16.31,ES,1675824903
553,chimbote,-9.0853,-78.5783,71.74,81,17,5.66,PE,1675824905
554,sur,22.5667,59.5289,72.77,54,45,7.0,OM,1675824906
555,parana,-31.732,-60.5238,84.54,78,0,9.24,AR,1675824907
556,blackfoot,43.1905,-112.345,25.77,93,89,2.91,US,1675824628
